case:concept:name,concept:name,repeat_count
declaration 132258,Declaration SUBMITTED by EMPLOYEE,2
declaration 132304,Declaration APPROVED by ADMINISTRATION,2
declaration 132304,Declaration SUBMITTED by EMPLOYEE,2
declaration 132427,Declaration APPROVED by ADMINISTRATION,2
declaration 132427,Declaration SUBMITTED by EMPLOYEE,2
declaration 132592,Declaration SUBMITTED by EMPLOYEE,2
declaration 132666,Declaration SUBMITTED by EMPLOYEE,2
declaration 132762,Declaration SUBMITTED by EMPLOYEE,2
declaration 132937,Declaration SUBMITTED by EMPLOYEE,2
declaration 133014,Declaration APPROVED by ADMINISTRATION,2
declaration 133014,Declaration SUBMITTED by EMPLOYEE,2
declaration 133039,Declaration REJECTED by ADMINISTRATION,2
declaration 133039,Declaration REJECTED by EMPLOYEE,2
declaration 99880,Declaration REJECTED by EMPLOYEE,2
declaration 133072,Declaration SUBMITTED by EMPLOYEE,2
declaration 133372,Declaration REJECTED by ADMINISTRATION,2
declaration 133372,Declaration REJECTED by EMPLOYEE,2
declaration 99880,Declaration SUBMITTED by EMPLOYEE,2
declaration 133383,Declaration APPROVED by ADMINISTRATION,2
declaration 133383,Declaration SUBMITTED by EMPLOYEE,2
declaration 133397,Declaration APPROVED by ADMINISTRATION,2
declaration 133397,Declaration SUBMITTED by EMPLOYEE,2
declaration 133498,Declaration SUBMITTED by EMPLOYEE,2
declaration 133506,Declaration SUBMITTED by EMPLOYEE,2
declaration 133541,Declaration SUBMITTED by EMPLOYEE,2
declaration 133633,Declaration SUBMITTED by EMPLOYEE,2
declaration 133653,Declaration SUBMITTED by EMPLOYEE,2
declaration 133671,Declaration REJECTED by EMPLOYEE,2
declaration 133671,Declaration SUBMITTED by EMPLOYEE,2
declaration 133680,Declaration REJECTED by EMPLOYEE,2
declaration 133680,Declaration SUBMITTED by EMPLOYEE,2
declaration 133689,Declaration REJECTED by EMPLOYEE,2
declaration 133689,Declaration SUBMITTED by EMPLOYEE,2
declaration 133703,Declaration SUBMITTED by EMPLOYEE,2
declaration 133717,Declaration REJECTED by ADMINISTRATION,2
declaration 133717,Declaration REJECTED by EMPLOYEE,2
declaration 133717,Declaration SUBMITTED by EMPLOYEE,2
declaration 133762,Declaration SUBMITTED by EMPLOYEE,2
declaration 133866,Declaration REJECTED by ADMINISTRATION,2
declaration 133866,Declaration REJECTED by EMPLOYEE,2
declaration 99892,Declaration REJECTED by ADMINISTRATION,2
declaration 133882,Declaration REJECTED by ADMINISTRATION,2
declaration 133882,Declaration REJECTED by EMPLOYEE,2
declaration 99892,Declaration REJECTED by EMPLOYEE,2
declaration 133941,Declaration SUBMITTED by EMPLOYEE,2
declaration 133987,Declaration SUBMITTED by EMPLOYEE,2
declaration 134098,Declaration SUBMITTED by EMPLOYEE,2
declaration 134112,Declaration REJECTED by ADMINISTRATION,2
declaration 134112,Declaration REJECTED by EMPLOYEE,2
declaration 134112,Declaration SUBMITTED by EMPLOYEE,2
declaration 134201,Declaration APPROVED by ADMINISTRATION,2
declaration 134201,Declaration SUBMITTED by EMPLOYEE,2
declaration 134211,Declaration SUBMITTED by EMPLOYEE,2
declaration 134266,Declaration SUBMITTED by EMPLOYEE,2
declaration 134279,Declaration SUBMITTED by EMPLOYEE,2
declaration 134357,Declaration SUBMITTED by EMPLOYEE,2
declaration 134370,Declaration SUBMITTED by EMPLOYEE,2
declaration 134394,Declaration REJECTED by ADMINISTRATION,2
declaration 134394,Declaration REJECTED by EMPLOYEE,2
declaration 100197,Declaration SUBMITTED by EMPLOYEE,2
declaration 134449,Declaration SUBMITTED by EMPLOYEE,2
declaration 134503,Declaration SUBMITTED by EMPLOYEE,2
declaration 134597,Declaration SUBMITTED by EMPLOYEE,2
declaration 134633,Declaration SUBMITTED by EMPLOYEE,2
declaration 134671,Declaration SUBMITTED by EMPLOYEE,2
declaration 134679,Declaration SUBMITTED by EMPLOYEE,2
declaration 134709,Declaration SUBMITTED by EMPLOYEE,2
declaration 134727,Declaration SUBMITTED by EMPLOYEE,2
declaration 134741,Declaration SUBMITTED by EMPLOYEE,2
declaration 134754,Declaration APPROVED by ADMINISTRATION,2
declaration 134754,Declaration SUBMITTED by EMPLOYEE,2
declaration 134812,Declaration SUBMITTED by EMPLOYEE,2
declaration 134835,Declaration APPROVED by ADMINISTRATION,2
declaration 134835,Declaration REJECTED by EMPLOYEE,2
declaration 100919,Declaration APPROVED by ADMINISTRATION,2
declaration 134931,Declaration SUBMITTED by EMPLOYEE,2
declaration 134972,Declaration APPROVED by ADMINISTRATION,2
declaration 134972,Declaration SUBMITTED by EMPLOYEE,2
declaration 135024,Declaration SUBMITTED by EMPLOYEE,2
declaration 135121,Declaration APPROVED by ADMINISTRATION,2
declaration 135121,Declaration SUBMITTED by EMPLOYEE,2
declaration 135287,Declaration REJECTED by ADMINISTRATION,2
declaration 135287,Declaration REJECTED by EMPLOYEE,2
declaration 100919,Declaration SUBMITTED by EMPLOYEE,2
declaration 135526,Declaration SUBMITTED by EMPLOYEE,2
declaration 135679,Declaration SUBMITTED by EMPLOYEE,2
declaration 135722,Declaration SUBMITTED by EMPLOYEE,2
declaration 135773,Declaration SUBMITTED by EMPLOYEE,2
declaration 135855,Declaration SUBMITTED by EMPLOYEE,2
declaration 135985,Declaration REJECTED by ADMINISTRATION,2
declaration 135985,Declaration REJECTED by EMPLOYEE,2
declaration 100928,Declaration SUBMITTED by EMPLOYEE,2
declaration 136117,Declaration SUBMITTED by EMPLOYEE,2
declaration 136137,Declaration SUBMITTED by EMPLOYEE,2
declaration 136162,Declaration SUBMITTED by EMPLOYEE,2
declaration 136302,Declaration SUBMITTED by EMPLOYEE,2
declaration 136436,Declaration SUBMITTED by EMPLOYEE,2
declaration 136476,Declaration APPROVED by ADMINISTRATION,2
declaration 136476,Declaration SUBMITTED by EMPLOYEE,2
declaration 136578,Declaration APPROVED by ADMINISTRATION,2
declaration 136578,Declaration SUBMITTED by EMPLOYEE,2
declaration 136930,Declaration SUBMITTED by EMPLOYEE,2
declaration 136949,Declaration SUBMITTED by EMPLOYEE,2
declaration 136957,Declaration SUBMITTED by EMPLOYEE,2
declaration 137002,Declaration SUBMITTED by EMPLOYEE,2
declaration 137025,Declaration SUBMITTED by EMPLOYEE,2
declaration 137064,Declaration APPROVED by ADMINISTRATION,2
declaration 137064,Declaration SUBMITTED by EMPLOYEE,2
declaration 137134,Declaration SUBMITTED by EMPLOYEE,2
declaration 137158,Declaration SUBMITTED by EMPLOYEE,2
declaration 137205,Declaration SUBMITTED by EMPLOYEE,2
declaration 137293,Declaration SUBMITTED by EMPLOYEE,2
declaration 137301,Declaration APPROVED by ADMINISTRATION,2
declaration 137301,Declaration SUBMITTED by EMPLOYEE,2
declaration 137336,Declaration APPROVED by ADMINISTRATION,2
declaration 137336,Declaration REJECTED by ADMINISTRATION,2
declaration 100941,Declaration SUBMITTED by EMPLOYEE,2
declaration 100971,Declaration REJECTED by BUDGET OWNER,2
declaration 137381,Declaration SUBMITTED by EMPLOYEE,2
declaration 137390,Declaration APPROVED by ADMINISTRATION,2
declaration 137390,Declaration SUBMITTED by EMPLOYEE,2
declaration 137475,Declaration SUBMITTED by EMPLOYEE,2
declaration 137488,Declaration SUBMITTED by EMPLOYEE,2
declaration 137522,Declaration SUBMITTED by EMPLOYEE,2
declaration 137649,Declaration SUBMITTED by EMPLOYEE,2
declaration 137703,Declaration APPROVED by ADMINISTRATION,2
declaration 137703,Declaration SUBMITTED by EMPLOYEE,2
declaration 137757,Declaration SUBMITTED by EMPLOYEE,2
declaration 137778,Declaration APPROVED by ADMINISTRATION,2
declaration 137778,Declaration SUBMITTED by EMPLOYEE,2
declaration 137788,Declaration APPROVED by ADMINISTRATION,2
declaration 137788,Declaration SUBMITTED by EMPLOYEE,2
declaration 137798,Declaration APPROVED by ADMINISTRATION,2
declaration 137798,Declaration SUBMITTED by EMPLOYEE,2
declaration 137808,Declaration APPROVED by ADMINISTRATION,2
declaration 137808,Declaration SUBMITTED by EMPLOYEE,2
declaration 137818,Declaration APPROVED by ADMINISTRATION,2
declaration 137818,Declaration SUBMITTED by EMPLOYEE,2
declaration 137828,Declaration SUBMITTED by EMPLOYEE,2
declaration 137869,Declaration SUBMITTED by EMPLOYEE,2
declaration 138021,Declaration SUBMITTED by EMPLOYEE,2
declaration 138029,Declaration REJECTED by ADMINISTRATION,2
declaration 138029,Declaration REJECTED by EMPLOYEE,2
declaration 101070,Declaration SUBMITTED by EMPLOYEE,2
declaration 101084,Declaration APPROVED by ADMINISTRATION,2
declaration 138089,Declaration REJECTED by EMPLOYEE,2
declaration 138089,Declaration REJECTED by SUPERVISOR,2
declaration 101084,Declaration SUBMITTED by EMPLOYEE,2
declaration 138113,Declaration SUBMITTED by EMPLOYEE,2
declaration 138374,Declaration SUBMITTED by EMPLOYEE,2
declaration 138434,Declaration SUBMITTED by EMPLOYEE,2
declaration 138465,Declaration APPROVED by ADMINISTRATION,2
declaration 138465,Declaration SUBMITTED by EMPLOYEE,2
declaration 138495,Declaration SUBMITTED by EMPLOYEE,2
declaration 138570,Declaration APPROVED by ADMINISTRATION,2
declaration 138570,Declaration SUBMITTED by EMPLOYEE,2
declaration 138619,Declaration APPROVED by ADMINISTRATION,2
declaration 138619,Declaration SUBMITTED by EMPLOYEE,2
declaration 138675,Declaration SUBMITTED by EMPLOYEE,2
declaration 138767,Declaration APPROVED by ADMINISTRATION,2
declaration 138767,Declaration SUBMITTED by EMPLOYEE,2
declaration 138829,Declaration SUBMITTED by EMPLOYEE,2
declaration 138924,Declaration SUBMITTED by EMPLOYEE,2
declaration 139088,Declaration SUBMITTED by EMPLOYEE,2
declaration 139293,Declaration SUBMITTED by EMPLOYEE,2
declaration 139311,Declaration SUBMITTED by EMPLOYEE,2
declaration 139353,Declaration APPROVED by ADMINISTRATION,2
declaration 139353,Declaration REJECTED by EMPLOYEE,2
declaration 101132,Declaration SUBMITTED by EMPLOYEE,2
declaration 139643,Declaration APPROVED by ADMINISTRATION,2
declaration 139643,Declaration SUBMITTED by EMPLOYEE,2
declaration 139692,Declaration SUBMITTED by EMPLOYEE,2
declaration 139728,Declaration APPROVED by ADMINISTRATION,2
declaration 139728,Declaration SUBMITTED by EMPLOYEE,2
declaration 140057,Declaration SUBMITTED by EMPLOYEE,2
declaration 140086,Declaration SUBMITTED by EMPLOYEE,2
declaration 140122,Declaration SUBMITTED by EMPLOYEE,2
declaration 140149,Declaration REJECTED by ADMINISTRATION,2
declaration 140149,Declaration REJECTED by EMPLOYEE,2
declaration 101140,Declaration SUBMITTED by EMPLOYEE,2
declaration 140178,Declaration SUBMITTED by EMPLOYEE,2
declaration 140198,Declaration APPROVED by ADMINISTRATION,2
declaration 140198,Declaration SUBMITTED by EMPLOYEE,2
declaration 140207,Declaration SUBMITTED by EMPLOYEE,2
declaration 140216,Declaration APPROVED by ADMINISTRATION,2
declaration 140216,Declaration SUBMITTED by EMPLOYEE,2
declaration 140282,Declaration SUBMITTED by EMPLOYEE,2
declaration 140317,Declaration REJECTED by ADMINISTRATION,2
declaration 140317,Declaration REJECTED by EMPLOYEE,2
declaration 140317,Declaration SUBMITTED by EMPLOYEE,2
declaration 140324,Declaration REJECTED by ADMINISTRATION,2
declaration 140324,Declaration REJECTED by EMPLOYEE,2
declaration 140324,Declaration SUBMITTED by EMPLOYEE,2
declaration 140441,Declaration REJECTED by ADMINISTRATION,2
declaration 140441,Declaration REJECTED by EMPLOYEE,2
declaration 101155,Declaration SUBMITTED by EMPLOYEE,2
declaration 140509,Declaration APPROVED by ADMINISTRATION,2
declaration 140509,Declaration SUBMITTED by EMPLOYEE,2
declaration 140524,Declaration SUBMITTED by EMPLOYEE,2
declaration 140554,Declaration APPROVED by ADMINISTRATION,2
declaration 140554,Declaration SUBMITTED by EMPLOYEE,2
declaration 140585,Declaration APPROVED by ADMINISTRATION,2
declaration 140585,Declaration SUBMITTED by EMPLOYEE,2
declaration 140665,Declaration SUBMITTED by EMPLOYEE,2
declaration 140701,Declaration SUBMITTED by EMPLOYEE,2
declaration 140761,Declaration SUBMITTED by EMPLOYEE,2
declaration 140769,Declaration SUBMITTED by EMPLOYEE,2
declaration 140777,Declaration SUBMITTED by EMPLOYEE,2
declaration 140785,Declaration SUBMITTED by EMPLOYEE,2
declaration 140809,Declaration SUBMITTED by EMPLOYEE,2
declaration 140895,Declaration SUBMITTED by EMPLOYEE,2
declaration 141025,Declaration APPROVED by ADMINISTRATION,2
declaration 141025,Declaration SUBMITTED by EMPLOYEE,2
declaration 141077,Declaration SUBMITTED by EMPLOYEE,2
declaration 141127,Declaration APPROVED by ADMINISTRATION,2
declaration 141127,Declaration SUBMITTED by EMPLOYEE,2
declaration 141154,Declaration SUBMITTED by EMPLOYEE,2
declaration 141178,Declaration SUBMITTED by EMPLOYEE,2
declaration 141208,Declaration SUBMITTED by EMPLOYEE,2
declaration 141247,Declaration APPROVED by ADMINISTRATION,2
declaration 141247,Declaration SUBMITTED by EMPLOYEE,2
declaration 141571,Declaration APPROVED by ADMINISTRATION,2
declaration 141571,Declaration SUBMITTED by EMPLOYEE,2
declaration 141580,Declaration SUBMITTED by EMPLOYEE,2
declaration 141808,Declaration SUBMITTED by EMPLOYEE,2
declaration 141867,Declaration SUBMITTED by EMPLOYEE,2
declaration 141910,Declaration APPROVED by ADMINISTRATION,2
declaration 101174,Declaration SUBMITTED by EMPLOYEE,2
declaration 142017,Declaration SUBMITTED by EMPLOYEE,2
declaration 142042,Declaration SUBMITTED by EMPLOYEE,2
declaration 142121,Declaration APPROVED by ADMINISTRATION,2
declaration 142121,Declaration APPROVED by BUDGET OWNER,2
declaration 142121,Declaration REJECTED by EMPLOYEE,2
declaration 101428,Declaration SUBMITTED by EMPLOYEE,2
declaration 142167,Declaration SUBMITTED by EMPLOYEE,2
declaration 142355,Declaration SUBMITTED by EMPLOYEE,2
declaration 142380,Declaration REJECTED by ADMINISTRATION,2
declaration 142380,Declaration REJECTED by EMPLOYEE,2
declaration 142380,Declaration SUBMITTED by EMPLOYEE,2
declaration 101558,Declaration SUBMITTED by EMPLOYEE,2
declaration 142449,Declaration APPROVED by BUDGET OWNER,2
declaration 101661,Declaration APPROVED by ADMINISTRATION,2
declaration 142449,Declaration REJECTED by SUPERVISOR,2
declaration 101661,Declaration SUBMITTED by EMPLOYEE,2
declaration 142525,Declaration APPROVED by ADMINISTRATION,2
declaration 142525,Declaration APPROVED by BUDGET OWNER,2
declaration 142525,Declaration SUBMITTED by EMPLOYEE,2
declaration 142591,Declaration SUBMITTED by EMPLOYEE,2
declaration 142773,Declaration SUBMITTED by EMPLOYEE,2
declaration 142797,Declaration SUBMITTED by EMPLOYEE,2
declaration 142822,Declaration APPROVED by ADMINISTRATION,2
declaration 142822,Declaration REJECTED by EMPLOYEE,2
declaration 101718,Declaration SUBMITTED by EMPLOYEE,2
declaration 142835,Declaration SUBMITTED by EMPLOYEE,2
declaration 142892,Declaration APPROVED by ADMINISTRATION,2
declaration 142892,Declaration SUBMITTED by EMPLOYEE,2
declaration 142979,Declaration SUBMITTED by EMPLOYEE,2
declaration 143024,Declaration APPROVED by ADMINISTRATION,2
declaration 143024,Declaration SUBMITTED by EMPLOYEE,2
declaration 143122,Declaration SUBMITTED by EMPLOYEE,2
declaration 143135,Declaration SUBMITTED by EMPLOYEE,2
declaration 143194,Declaration SUBMITTED by EMPLOYEE,2
declaration 143292,Declaration SUBMITTED by EMPLOYEE,2
declaration 143341,Declaration SUBMITTED by EMPLOYEE,2
declaration 143355,Declaration SUBMITTED by EMPLOYEE,2
declaration 143368,Declaration SUBMITTED by EMPLOYEE,2
declaration 86564,Declaration SUBMITTED by EMPLOYEE,2
declaration 86604,Declaration SUBMITTED by EMPLOYEE,2
declaration 86620,Declaration APPROVED by PRE_APPROVER,2
declaration 86620,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 101808,Declaration APPROVED by ADMINISTRATION,2
declaration 86632,Declaration APPROVED by PRE_APPROVER,2
declaration 86632,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 86632,Declaration SUBMITTED by EMPLOYEE,2
declaration 86708,Declaration SUBMITTED by EMPLOYEE,2
declaration 86720,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 101808,Declaration SUBMITTED by EMPLOYEE,2
declaration 86739,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 86739,Declaration SUBMITTED by EMPLOYEE,2
declaration 86764,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 86764,Declaration SUBMITTED by EMPLOYEE,2
declaration 86776,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 86776,Declaration SUBMITTED by EMPLOYEE,2
declaration 86809,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 86809,Declaration SUBMITTED by EMPLOYEE,2
declaration 86840,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 86840,Declaration SUBMITTED by EMPLOYEE,2
declaration 86901,Declaration REJECTED by EMPLOYEE,2
declaration 86901,Declaration REJECTED by PRE_APPROVER,2
declaration 101898,Declaration APPROVED by ADMINISTRATION,2
declaration 86952,Declaration SUBMITTED by EMPLOYEE,2
declaration 86981,Declaration APPROVED by PRE_APPROVER,2
declaration 86981,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 86981,Declaration SUBMITTED by EMPLOYEE,2
declaration 86998,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 86998,Declaration REJECTED by MISSING,2
declaration 86998,Declaration SUBMITTED by EMPLOYEE,2
declaration 87170,Declaration SUBMITTED by EMPLOYEE,2
declaration 87187,Declaration SUBMITTED by EMPLOYEE,2
declaration 87233,Declaration SUBMITTED by EMPLOYEE,2
declaration 87249,Declaration SUBMITTED by EMPLOYEE,2
declaration 87305,Declaration REJECTED by EMPLOYEE,2
declaration 87305,Declaration REJECTED by SUPERVISOR,2
declaration 101898,Declaration SUBMITTED by EMPLOYEE,2
declaration 87384,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 87384,Declaration SUBMITTED by EMPLOYEE,2
declaration 87415,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 87415,Declaration SUBMITTED by EMPLOYEE,2
declaration 87563,Declaration APPROVED by PRE_APPROVER,2
declaration 87563,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 87563,Declaration SUBMITTED by EMPLOYEE,2
declaration 87607,Declaration SUBMITTED by EMPLOYEE,2
declaration 87652,Declaration SUBMITTED by EMPLOYEE,2
declaration 87753,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 87753,Declaration SUBMITTED by EMPLOYEE,2
declaration 87939,Declaration SUBMITTED by EMPLOYEE,2
declaration 88034,Declaration REJECTED by EMPLOYEE,2
declaration 88034,Declaration REJECTED by PRE_APPROVER,2
declaration 101937,Declaration REJECTED by ADMINISTRATION,2
declaration 88102,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 88102,Declaration SUBMITTED by EMPLOYEE,2
declaration 88179,Declaration APPROVED by PRE_APPROVER,2
declaration 88179,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 88179,Declaration SUBMITTED by EMPLOYEE,2
declaration 88221,Declaration SUBMITTED by EMPLOYEE,2
declaration 88262,Declaration SUBMITTED by EMPLOYEE,2
declaration 101953,Declaration APPROVED by ADMINISTRATION,2
declaration 101953,Declaration SUBMITTED by EMPLOYEE,2
declaration 88373,Declaration REJECTED by MISSING,2
declaration 101974,Declaration SUBMITTED by EMPLOYEE,2
declaration 88401,Declaration SUBMITTED by EMPLOYEE,2
declaration 88445,Declaration SUBMITTED by EMPLOYEE,2
declaration 101989,Declaration SUBMITTED by EMPLOYEE,2
declaration 88494,Declaration APPROVED by PRE_APPROVER,2
declaration 88494,Declaration SUBMITTED by EMPLOYEE,2
declaration 88627,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 88627,Declaration SUBMITTED by EMPLOYEE,2
declaration 88759,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 88759,Declaration SUBMITTED by EMPLOYEE,2
declaration 88787,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 88787,Declaration SUBMITTED by EMPLOYEE,2
declaration 89049,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 89049,Declaration SUBMITTED by EMPLOYEE,2
declaration 89100,Declaration SUBMITTED by EMPLOYEE,2
declaration 89112,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 102019,Declaration SUBMITTED by EMPLOYEE,2
declaration 89158,Declaration APPROVED by PRE_APPROVER,2
declaration 89158,Declaration SUBMITTED by EMPLOYEE,2
declaration 89167,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 89167,Declaration SUBMITTED by EMPLOYEE,2
declaration 89251,Declaration SUBMITTED by EMPLOYEE,2
declaration 89279,Declaration SUBMITTED by EMPLOYEE,2
declaration 89290,Declaration SUBMITTED by EMPLOYEE,2
declaration 89301,Declaration SUBMITTED by EMPLOYEE,2
declaration 89425,Declaration SUBMITTED by EMPLOYEE,2
declaration 89494,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 89494,Declaration SUBMITTED by EMPLOYEE,2
declaration 89524,Declaration SUBMITTED by EMPLOYEE,2
declaration 89532,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 89532,Declaration SUBMITTED by EMPLOYEE,2
declaration 89557,Declaration SUBMITTED by EMPLOYEE,2
declaration 89862,Declaration SUBMITTED by EMPLOYEE,2
declaration 89932,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 89932,Declaration SUBMITTED by EMPLOYEE,2
declaration 89961,Declaration SUBMITTED by EMPLOYEE,2
declaration 102027,Declaration SUBMITTED by EMPLOYEE,2
declaration 102139,Declaration SUBMITTED by EMPLOYEE,2
declaration 102208,Declaration SUBMITTED by EMPLOYEE,2
declaration 90029,Declaration REJECTED by EMPLOYEE,2
declaration 90029,Declaration REJECTED by PRE_APPROVER,2
declaration 102222,Declaration SUBMITTED by EMPLOYEE,2
declaration 90044,Declaration SUBMITTED by EMPLOYEE,2
declaration 90098,Declaration SUBMITTED by EMPLOYEE,2
declaration 90166,Declaration APPROVED by PRE_APPROVER,2
declaration 90166,Declaration SUBMITTED by EMPLOYEE,2
declaration 90258,Declaration APPROVED by PRE_APPROVER,2
declaration 90258,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 102334,Declaration SUBMITTED by EMPLOYEE,2
declaration 90270,Declaration SUBMITTED by EMPLOYEE,2
declaration 90290,Declaration REJECTED by EMPLOYEE,2
declaration 90290,Declaration REJECTED by SUPERVISOR,2
declaration 90290,Declaration SUBMITTED by EMPLOYEE,2
declaration 90400,Declaration SUBMITTED by EMPLOYEE,2
declaration 90417,Declaration SUBMITTED by EMPLOYEE,2
declaration 90445,Declaration SUBMITTED by EMPLOYEE,2
declaration 90476,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 90476,Declaration SUBMITTED by EMPLOYEE,2
declaration 90523,Declaration REJECTED by EMPLOYEE,2
declaration 90523,Declaration REJECTED by SUPERVISOR,2
declaration 90523,Declaration SUBMITTED by EMPLOYEE,2
declaration 90603,Declaration SUBMITTED by EMPLOYEE,2
declaration 90629,Declaration SUBMITTED by EMPLOYEE,2
declaration 90807,Declaration SUBMITTED by EMPLOYEE,2
declaration 90867,Declaration SUBMITTED by EMPLOYEE,2
declaration 90912,Declaration SUBMITTED by EMPLOYEE,2
declaration 90973,Declaration APPROVED by PRE_APPROVER,2
declaration 90973,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 90973,Declaration SUBMITTED by EMPLOYEE,2
declaration 91001,Declaration REJECTED by EMPLOYEE,2
declaration 91001,Declaration REJECTED by SUPERVISOR,2
declaration 91001,Declaration SUBMITTED by EMPLOYEE,2
declaration 91068,Declaration SUBMITTED by EMPLOYEE,2
declaration 91110,Declaration SUBMITTED by EMPLOYEE,2
declaration 91225,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 91225,Declaration SUBMITTED by EMPLOYEE,2
declaration 91249,Declaration APPROVED by PRE_APPROVER,2
declaration 91249,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 91249,Declaration SUBMITTED by EMPLOYEE,2
declaration 91262,Declaration REJECTED by EMPLOYEE,2
declaration 91262,Declaration REJECTED by SUPERVISOR,2
declaration 91262,Declaration SUBMITTED by EMPLOYEE,2
declaration 91316,Declaration SUBMITTED by EMPLOYEE,2
declaration 91363,Declaration SUBMITTED by EMPLOYEE,2
declaration 91384,Declaration SUBMITTED by EMPLOYEE,2
declaration 91661,Declaration SUBMITTED by EMPLOYEE,2
declaration 91770,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 91770,Declaration SUBMITTED by EMPLOYEE,2
declaration 91794,Declaration SUBMITTED by EMPLOYEE,2
declaration 91802,Declaration SUBMITTED by EMPLOYEE,2
declaration 91901,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 91901,Declaration SUBMITTED by EMPLOYEE,2
declaration 91967,Declaration SUBMITTED by EMPLOYEE,2
declaration 91975,Declaration SUBMITTED by EMPLOYEE,2
declaration 91987,Declaration REJECTED by EMPLOYEE,2
declaration 91987,Declaration REJECTED by SUPERVISOR,2
declaration 91987,Declaration SUBMITTED by EMPLOYEE,2
declaration 92038,Declaration SUBMITTED by EMPLOYEE,2
declaration 92270,Declaration SUBMITTED by EMPLOYEE,2
declaration 92344,Declaration SUBMITTED by EMPLOYEE,2
declaration 92367,Declaration SUBMITTED by EMPLOYEE,2
declaration 92510,Declaration SUBMITTED by EMPLOYEE,2
declaration 92561,Declaration APPROVED by PRE_APPROVER,2
declaration 92561,Declaration SUBMITTED by EMPLOYEE,2
declaration 92622,Declaration APPROVED by PRE_APPROVER,2
declaration 92622,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 92622,Declaration SUBMITTED by EMPLOYEE,2
declaration 92688,Declaration SUBMITTED by EMPLOYEE,2
declaration 92892,Declaration SUBMITTED by EMPLOYEE,2
declaration 92950,Declaration SUBMITTED by EMPLOYEE,2
declaration 92979,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 92979,Declaration SUBMITTED by EMPLOYEE,2
declaration 93049,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 93049,Declaration SUBMITTED by EMPLOYEE,2
declaration 93104,Declaration SUBMITTED by EMPLOYEE,2
declaration 93159,Declaration SUBMITTED by EMPLOYEE,2
declaration 93324,Declaration SUBMITTED by EMPLOYEE,2
declaration 93332,Declaration APPROVED by PRE_APPROVER,2
declaration 93332,Declaration SUBMITTED by EMPLOYEE,2
declaration 93341,Declaration SUBMITTED by EMPLOYEE,2
declaration 93507,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 93507,Declaration SUBMITTED by EMPLOYEE,2
declaration 93537,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 93537,Declaration SUBMITTED by EMPLOYEE,2
declaration 93592,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 102464,Declaration APPROVED by ADMINISTRATION,2
declaration 93750,Declaration SUBMITTED by EMPLOYEE,2
declaration 93767,Declaration SUBMITTED by EMPLOYEE,2
declaration 93817,Declaration SUBMITTED by EMPLOYEE,2
declaration 93864,Declaration SUBMITTED by EMPLOYEE,2
declaration 93964,Declaration APPROVED by PRE_APPROVER,2
declaration 93964,Declaration SUBMITTED by EMPLOYEE,2
declaration 93973,Declaration APPROVED by PRE_APPROVER,2
declaration 93973,Declaration SUBMITTED by EMPLOYEE,2
declaration 93992,Declaration SUBMITTED by EMPLOYEE,2
declaration 94017,Declaration SUBMITTED by EMPLOYEE,2
declaration 94054,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 94054,Declaration SUBMITTED by EMPLOYEE,2
declaration 94131,Declaration FINAL_APPROVED by SUPERVISOR,2
