id,org:resource,concept:name,time:timestamp,org:role,case:Permit travel permit number,case:DeclarationNumber,case:Amount,case:RequestedAmount,case:Permit TaskNumber,case:Permit BudgetNumber,case:OriginalAmount,case:Permit ProjectNumber,case:concept:name,case:Permit OrganizationalEntity,case:travel permit number,case:Permit RequestedBudget,case:id,case:Permit ID,case:Permit id,case:BudgetNumber,case:Permit ActivityNumber,case:AdjustedAmount
st_step 46681_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-09 17:44:37+00:00,ADMINISTRATION,travel permit number 46677,declaration number 46679,1565.8699261668291,1565.8699261668291,task 427,budget 1114,1565.8699261668291,project 2889,declaration 46678,organizational unit 65460,travel permit number 46677,3203.9774345082847,declaration 46678,travel permit 46676,travel permit 46676,budget 146671,UNKNOWN,1565.8699261668291
st_step 46680_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-04-11 15:17:02+00:00,SUPERVISOR,travel permit number 46677,declaration number 46679,1565.8699261668291,1565.8699261668291,task 427,budget 1114,1565.8699261668291,project 2889,declaration 46678,organizational unit 65460,travel permit number 46677,3203.9774345082847,declaration 46678,travel permit 46676,travel permit 46676,budget 146671,UNKNOWN,1565.8699261668291
rv_travel permit 46676_6,STAFF MEMBER,Start trip,2018-07-21 00:00:00+00:00,EMPLOYEE,travel permit number 46677,declaration number 46679,1565.8699261668291,1565.8699261668291,task 427,budget 1114,1565.8699261668291,project 2889,declaration 46678,organizational unit 65460,travel permit number 46677,3203.9774345082847,declaration 46678,travel permit 46676,travel permit 46676,budget 146671,UNKNOWN,1565.8699261668291
rv_travel permit 46676_7,STAFF MEMBER,End trip,2018-08-05 00:00:00+00:00,EMPLOYEE,travel permit number 46677,declaration number 46679,1565.8699261668291,1565.8699261668291,task 427,budget 1114,1565.8699261668291,project 2889,declaration 46678,organizational unit 65460,travel permit number 46677,3203.9774345082847,declaration 46678,travel permit 46676,travel permit 46676,budget 146671,UNKNOWN,1565.8699261668291
st_step 46683_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-08-07 14:44:17+00:00,EMPLOYEE,travel permit number 46677,declaration number 46679,1565.8699261668291,1565.8699261668291,task 427,budget 1114,1565.8699261668291,project 2889,declaration 46678,organizational unit 65460,travel permit number 46677,3203.9774345082847,declaration 46678,travel permit 46676,travel permit 46676,budget 146671,UNKNOWN,1565.8699261668291
st_step 46684_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-08-08 14:54:13+00:00,ADMINISTRATION,travel permit number 46677,declaration number 46679,1565.8699261668291,1565.8699261668291,task 427,budget 1114,1565.8699261668291,project 2889,declaration 46678,organizational unit 65460,travel permit number 46677,3203.9774345082847,declaration 46678,travel permit 46676,travel permit 46676,budget 146671,UNKNOWN,1565.8699261668291
st_step 46685_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-08-14 07:53:30+00:00,SUPERVISOR,travel permit number 46677,declaration number 46679,1565.8699261668291,1565.8699261668291,task 427,budget 1114,1565.8699261668291,project 2889,declaration 46678,organizational unit 65460,travel permit number 46677,3203.9774345082847,declaration 46678,travel permit 46676,travel permit 46676,budget 146671,UNKNOWN,1565.8699261668291
fd_declaration 46678_17,SYSTEM,Request Payment,2018-08-16 09:48:59+00:00,UNDEFINED,travel permit number 46677,declaration number 46679,1565.8699261668291,1565.8699261668291,task 427,budget 1114,1565.8699261668291,project 2889,declaration 46678,organizational unit 65460,travel permit number 46677,3203.9774345082847,declaration 46678,travel permit 46676,travel permit 46676,budget 146671,UNKNOWN,1565.8699261668291
fd_declaration 46678_18,SYSTEM,Payment Handled,2018-08-20 17:31:17+00:00,UNDEFINED,travel permit number 46677,declaration number 46679,1565.8699261668291,1565.8699261668291,task 427,budget 1114,1565.8699261668291,project 2889,declaration 46678,organizational unit 65460,travel permit number 46677,3203.9774345082847,declaration 46678,travel permit 46676,travel permit 46676,budget 146671,UNKNOWN,1565.8699261668291
st_step 4685_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-07 09:48:12+00:00,EMPLOYEE,travel permit number 4680,declaration number 4684,185.16989880512054,185.16989880512054,UNKNOWN,budget 499,185.16989880512054,UNKNOWN,declaration 4683,organizational unit 65460,travel permit number 4680,741.2951225792781,declaration 4683,travel permit 4679,travel permit 4679,budget 146759,UNKNOWN,185.16989880512054
st_step 4686_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-07 09:48:29+00:00,ADMINISTRATION,travel permit number 4680,declaration number 4684,185.16989880512054,185.16989880512054,UNKNOWN,budget 499,185.16989880512054,UNKNOWN,declaration 4683,organizational unit 65460,travel permit number 4680,741.2951225792781,declaration 4683,travel permit 4679,travel permit 4679,budget 146759,UNKNOWN,185.16989880512054
st_step 4687_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-03-07 11:37:14+00:00,SUPERVISOR,travel permit number 4680,declaration number 4684,185.16989880512054,185.16989880512054,UNKNOWN,budget 499,185.16989880512054,UNKNOWN,declaration 4683,organizational unit 65460,travel permit number 4680,741.2951225792781,declaration 4683,travel permit 4679,travel permit 4679,budget 146759,UNKNOWN,185.16989880512054
rv_travel permit 4679_6,STAFF MEMBER,Start trip,2018-04-16 00:00:00+00:00,EMPLOYEE,travel permit number 4680,declaration number 4684,185.16989880512054,185.16989880512054,UNKNOWN,budget 499,185.16989880512054,UNKNOWN,declaration 4683,organizational unit 65460,travel permit number 4680,741.2951225792781,declaration 4683,travel permit 4679,travel permit 4679,budget 146759,UNKNOWN,185.16989880512054
rv_travel permit 4679_7,STAFF MEMBER,End trip,2018-04-21 00:00:00+00:00,EMPLOYEE,travel permit number 4680,declaration number 4684,185.16989880512054,185.16989880512054,UNKNOWN,budget 499,185.16989880512054,UNKNOWN,declaration 4683,organizational unit 65460,travel permit number 4680,741.2951225792781,declaration 4683,travel permit 4679,travel permit 4679,budget 146759,UNKNOWN,185.16989880512054
st_step 4692_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-05-31 12:14:32+00:00,EMPLOYEE,travel permit number 4680,declaration number 4684,185.16989880512054,185.16989880512054,UNKNOWN,budget 499,185.16989880512054,UNKNOWN,declaration 4683,organizational unit 65460,travel permit number 4680,741.2951225792781,declaration 4683,travel permit 4679,travel permit 4679,budget 146759,UNKNOWN,185.16989880512054
st_step 4693_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-05-31 12:14:36+00:00,ADMINISTRATION,travel permit number 4680,declaration number 4684,185.16989880512054,185.16989880512054,UNKNOWN,budget 499,185.16989880512054,UNKNOWN,declaration 4683,organizational unit 65460,travel permit number 4680,741.2951225792781,declaration 4683,travel permit 4679,travel permit 4679,budget 146759,UNKNOWN,185.16989880512054
st_step 4691_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-06-04 13:22:37+00:00,SUPERVISOR,travel permit number 4680,declaration number 4684,185.16989880512054,185.16989880512054,UNKNOWN,budget 499,185.16989880512054,UNKNOWN,declaration 4683,organizational unit 65460,travel permit number 4680,741.2951225792781,declaration 4683,travel permit 4679,travel permit 4679,budget 146759,UNKNOWN,185.16989880512054
fd_declaration 4683_17,SYSTEM,Request Payment,2018-06-05 07:55:04+00:00,UNDEFINED,travel permit number 4680,declaration number 4684,185.16989880512054,185.16989880512054,UNKNOWN,budget 499,185.16989880512054,UNKNOWN,declaration 4683,organizational unit 65460,travel permit number 4680,741.2951225792781,declaration 4683,travel permit 4679,travel permit 4679,budget 146759,UNKNOWN,185.16989880512054
fd_declaration 4683_18,SYSTEM,Payment Handled,2018-06-07 17:31:37+00:00,UNDEFINED,travel permit number 4680,declaration number 4684,185.16989880512054,185.16989880512054,UNKNOWN,budget 499,185.16989880512054,UNKNOWN,declaration 4683,organizational unit 65460,travel permit number 4680,741.2951225792781,declaration 4683,travel permit 4679,travel permit 4679,budget 146759,UNKNOWN,185.16989880512054
st_step 46928_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-04-11 10:38:47+00:00,EMPLOYEE,travel permit number 46923,declaration number 46925,247.62870584268967,247.62870584268967,task 427,budget 3594,247.62870584268967,project 4223,declaration 46924,organizational unit 65454,travel permit number 46923,218.77142713100608,declaration 46924,travel permit 46922,travel permit 46922,budget 146759,UNKNOWN,247.62870584268967
st_step 46927_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-11 10:38:50+00:00,ADMINISTRATION,travel permit number 46923,declaration number 46925,247.62870584268967,247.62870584268967,task 427,budget 3594,247.62870584268967,project 4223,declaration 46924,organizational unit 65454,travel permit number 46923,218.77142713100608,declaration 46924,travel permit 46922,travel permit 46922,budget 146759,UNKNOWN,247.62870584268967
st_step 46926_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-04-12 13:03:15+00:00,SUPERVISOR,travel permit number 46923,declaration number 46925,247.62870584268967,247.62870584268967,task 427,budget 3594,247.62870584268967,project 4223,declaration 46924,organizational unit 65454,travel permit number 46923,218.77142713100608,declaration 46924,travel permit 46922,travel permit 46922,budget 146759,UNKNOWN,247.62870584268967
rv_travel permit 46922_6,STAFF MEMBER,Start trip,2018-04-16 00:00:00+00:00,EMPLOYEE,travel permit number 46923,declaration number 46925,247.62870584268967,247.62870584268967,task 427,budget 3594,247.62870584268967,project 4223,declaration 46924,organizational unit 65454,travel permit number 46923,218.77142713100608,declaration 46924,travel permit 46922,travel permit 46922,budget 146759,UNKNOWN,247.62870584268967
rv_travel permit 46922_7,STAFF MEMBER,End trip,2018-04-17 00:00:00+00:00,EMPLOYEE,travel permit number 46923,declaration number 46925,247.62870584268967,247.62870584268967,task 427,budget 3594,247.62870584268967,project 4223,declaration 46924,organizational unit 65454,travel permit number 46923,218.77142713100608,declaration 46924,travel permit 46922,travel permit 46922,budget 146759,UNKNOWN,247.62870584268967
st_step 46929_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-04-23 10:33:32+00:00,EMPLOYEE,travel permit number 46923,declaration number 46925,247.62870584268967,247.62870584268967,task 427,budget 3594,247.62870584268967,project 4223,declaration 46924,organizational unit 65454,travel permit number 46923,218.77142713100608,declaration 46924,travel permit 46922,travel permit 46922,budget 146759,UNKNOWN,247.62870584268967
st_step 46931_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-04-23 10:33:43+00:00,ADMINISTRATION,travel permit number 46923,declaration number 46925,247.62870584268967,247.62870584268967,task 427,budget 3594,247.62870584268967,project 4223,declaration 46924,organizational unit 65454,travel permit number 46923,218.77142713100608,declaration 46924,travel permit 46922,travel permit 46922,budget 146759,UNKNOWN,247.62870584268967
st_step 46930_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-04-23 10:44:48+00:00,SUPERVISOR,travel permit number 46923,declaration number 46925,247.62870584268967,247.62870584268967,task 427,budget 3594,247.62870584268967,project 4223,declaration 46924,organizational unit 65454,travel permit number 46923,218.77142713100608,declaration 46924,travel permit 46922,travel permit 46922,budget 146759,UNKNOWN,247.62870584268967
fd_declaration 46924_17,SYSTEM,Request Payment,2018-04-25 17:17:23+00:00,UNDEFINED,travel permit number 46923,declaration number 46925,247.62870584268967,247.62870584268967,task 427,budget 3594,247.62870584268967,project 4223,declaration 46924,organizational unit 65454,travel permit number 46923,218.77142713100608,declaration 46924,travel permit 46922,travel permit 46922,budget 146759,UNKNOWN,247.62870584268967
fd_declaration 46924_18,SYSTEM,Payment Handled,2018-04-26 17:30:55+00:00,UNDEFINED,travel permit number 46923,declaration number 46925,247.62870584268967,247.62870584268967,task 427,budget 3594,247.62870584268967,project 4223,declaration 46924,organizational unit 65454,travel permit number 46923,218.77142713100608,declaration 46924,travel permit 46922,travel permit 46922,budget 146759,UNKNOWN,247.62870584268967
st_step 46953_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-04-11 14:54:21+00:00,EMPLOYEE,travel permit number 46945,declaration number 46951,191.04962823598086,191.04962823598086,task 427,budget 522,191.04962823598086,project 16082,declaration 46950,organizational unit 65456,travel permit number 46945,2615.0066605168477,declaration 46950,travel permit 46944,travel permit 46944,budget 146663,UNKNOWN,191.04962823598086
st_step 46952_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-11 14:54:52+00:00,ADMINISTRATION,travel permit number 46945,declaration number 46951,191.04962823598086,191.04962823598086,task 427,budget 522,191.04962823598086,project 16082,declaration 46950,organizational unit 65456,travel permit number 46945,2615.0066605168477,declaration 46950,travel permit 46944,travel permit 46944,budget 146663,UNKNOWN,191.04962823598086
st_step 46954_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-04-12 09:48:03+00:00,SUPERVISOR,travel permit number 46945,declaration number 46951,191.04962823598086,191.04962823598086,task 427,budget 522,191.04962823598086,project 16082,declaration 46950,organizational unit 65456,travel permit number 46945,2615.0066605168477,declaration 46950,travel permit 46944,travel permit 46944,budget 146663,UNKNOWN,191.04962823598086
rv_travel permit 46944_6,STAFF MEMBER,Start trip,2018-06-24 00:00:00+00:00,EMPLOYEE,travel permit number 46945,declaration number 46951,191.04962823598086,191.04962823598086,task 427,budget 522,191.04962823598086,project 16082,declaration 46950,organizational unit 65456,travel permit number 46945,2615.0066605168477,declaration 46950,travel permit 46944,travel permit 46944,budget 146663,UNKNOWN,191.04962823598086
rv_travel permit 46944_7,STAFF MEMBER,End trip,2018-06-29 00:00:00+00:00,EMPLOYEE,travel permit number 46945,declaration number 46951,191.04962823598086,191.04962823598086,task 427,budget 522,191.04962823598086,project 16082,declaration 46950,organizational unit 65456,travel permit number 46945,2615.0066605168477,declaration 46950,travel permit 46944,travel permit 46944,budget 146663,UNKNOWN,191.04962823598086
st_step 46965_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-02 08:12:31+00:00,EMPLOYEE,travel permit number 46945,declaration number 46951,191.04962823598086,191.04962823598086,task 427,budget 522,191.04962823598086,project 16082,declaration 46950,organizational unit 65456,travel permit number 46945,2615.0066605168477,declaration 46950,travel permit 46944,travel permit 46944,budget 146663,UNKNOWN,191.04962823598086
st_step 46964_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-02 08:15:12+00:00,ADMINISTRATION,travel permit number 46945,declaration number 46951,191.04962823598086,191.04962823598086,task 427,budget 522,191.04962823598086,project 16082,declaration 46950,organizational unit 65456,travel permit number 46945,2615.0066605168477,declaration 46950,travel permit 46944,travel permit 46944,budget 146663,UNKNOWN,191.04962823598086
st_step 46966_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-09 11:42:48+00:00,SUPERVISOR,travel permit number 46945,declaration number 46951,191.04962823598086,191.04962823598086,task 427,budget 522,191.04962823598086,project 16082,declaration 46950,organizational unit 65456,travel permit number 46945,2615.0066605168477,declaration 46950,travel permit 46944,travel permit 46944,budget 146663,UNKNOWN,191.04962823598086
fd_declaration 46950_17,SYSTEM,Request Payment,2018-07-09 16:15:04+00:00,UNDEFINED,travel permit number 46945,declaration number 46951,191.04962823598086,191.04962823598086,task 427,budget 522,191.04962823598086,project 16082,declaration 46950,organizational unit 65456,travel permit number 46945,2615.0066605168477,declaration 46950,travel permit 46944,travel permit 46944,budget 146663,UNKNOWN,191.04962823598086
fd_declaration 46950_18,SYSTEM,Payment Handled,2018-07-12 17:31:20+00:00,UNDEFINED,travel permit number 46945,declaration number 46951,191.04962823598086,191.04962823598086,task 427,budget 522,191.04962823598086,project 16082,declaration 46950,organizational unit 65456,travel permit number 46945,2615.0066605168477,declaration 46950,travel permit 46944,travel permit 46944,budget 146663,UNKNOWN,191.04962823598086
st_step 4699_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-07 11:47:59+00:00,EMPLOYEE,travel permit number 4695,declaration number 4697,92.47525754547716,92.47525754547716,UNKNOWN,budget 3751,92.47525754547716,UNKNOWN,declaration 4696,organizational unit 65455,travel permit number 4695,88.6862787953114,declaration 4696,travel permit 4694,travel permit 4694,budget 145714,UNKNOWN,92.47525754547716
st_step 4700_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-07 11:48:01+00:00,ADMINISTRATION,travel permit number 4695,declaration number 4697,92.47525754547716,92.47525754547716,UNKNOWN,budget 3751,92.47525754547716,UNKNOWN,declaration 4696,organizational unit 65455,travel permit number 4695,88.6862787953114,declaration 4696,travel permit 4694,travel permit 4694,budget 145714,UNKNOWN,92.47525754547716
st_step 4698_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-03-07 13:48:23+00:00,SUPERVISOR,travel permit number 4695,declaration number 4697,92.47525754547716,92.47525754547716,UNKNOWN,budget 3751,92.47525754547716,UNKNOWN,declaration 4696,organizational unit 65455,travel permit number 4695,88.6862787953114,declaration 4696,travel permit 4694,travel permit 4694,budget 145714,UNKNOWN,92.47525754547716
rv_travel permit 4694_6,STAFF MEMBER,Start trip,2018-04-17 00:00:00+00:00,EMPLOYEE,travel permit number 4695,declaration number 4697,92.47525754547716,92.47525754547716,UNKNOWN,budget 3751,92.47525754547716,UNKNOWN,declaration 4696,organizational unit 65455,travel permit number 4695,88.6862787953114,declaration 4696,travel permit 4694,travel permit 4694,budget 145714,UNKNOWN,92.47525754547716
rv_travel permit 4694_7,STAFF MEMBER,End trip,2018-04-18 00:00:00+00:00,EMPLOYEE,travel permit number 4695,declaration number 4697,92.47525754547716,92.47525754547716,UNKNOWN,budget 3751,92.47525754547716,UNKNOWN,declaration 4696,organizational unit 65455,travel permit number 4695,88.6862787953114,declaration 4696,travel permit 4694,travel permit 4694,budget 145714,UNKNOWN,92.47525754547716
st_step 4702_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-04-20 08:59:36+00:00,EMPLOYEE,travel permit number 4695,declaration number 4697,92.47525754547716,92.47525754547716,UNKNOWN,budget 3751,92.47525754547716,UNKNOWN,declaration 4696,organizational unit 65455,travel permit number 4695,88.6862787953114,declaration 4696,travel permit 4694,travel permit 4694,budget 145714,UNKNOWN,92.47525754547716
st_step 4703_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-04-20 08:59:41+00:00,ADMINISTRATION,travel permit number 4695,declaration number 4697,92.47525754547716,92.47525754547716,UNKNOWN,budget 3751,92.47525754547716,UNKNOWN,declaration 4696,organizational unit 65455,travel permit number 4695,88.6862787953114,declaration 4696,travel permit 4694,travel permit 4694,budget 145714,UNKNOWN,92.47525754547716
st_step 4701_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-04-20 15:45:48+00:00,SUPERVISOR,travel permit number 4695,declaration number 4697,92.47525754547716,92.47525754547716,UNKNOWN,budget 3751,92.47525754547716,UNKNOWN,declaration 4696,organizational unit 65455,travel permit number 4695,88.6862787953114,declaration 4696,travel permit 4694,travel permit 4694,budget 145714,UNKNOWN,92.47525754547716
fd_declaration 4696_17,SYSTEM,Request Payment,2018-04-21 11:11:48+00:00,UNDEFINED,travel permit number 4695,declaration number 4697,92.47525754547716,92.47525754547716,UNKNOWN,budget 3751,92.47525754547716,UNKNOWN,declaration 4696,organizational unit 65455,travel permit number 4695,88.6862787953114,declaration 4696,travel permit 4694,travel permit 4694,budget 145714,UNKNOWN,92.47525754547716
fd_declaration 4696_18,SYSTEM,Payment Handled,2018-04-26 17:30:55+00:00,UNDEFINED,travel permit number 4695,declaration number 4697,92.47525754547716,92.47525754547716,UNKNOWN,budget 3751,92.47525754547716,UNKNOWN,declaration 4696,organizational unit 65455,travel permit number 4695,88.6862787953114,declaration 4696,travel permit 4694,travel permit 4694,budget 145714,UNKNOWN,92.47525754547716
st_step 47031_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-04-12 10:08:21+00:00,EMPLOYEE,travel permit number 47025,declaration number 47029,158.8527683800436,158.8527683800436,task 427,budget 1956,158.8527683800436,project 6581,declaration 47028,organizational unit 65455,travel permit number 47025,430.8374650273414,declaration 47028,travel permit 47024,travel permit 47024,budget 146776,UNKNOWN,158.8527683800436
st_step 47032_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-12 10:08:25+00:00,ADMINISTRATION,travel permit number 47025,declaration number 47029,158.8527683800436,158.8527683800436,task 427,budget 1956,158.8527683800436,project 6581,declaration 47028,organizational unit 65455,travel permit number 47025,430.8374650273414,declaration 47028,travel permit 47024,travel permit 47024,budget 146776,UNKNOWN,158.8527683800436
st_step 47030_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-04-16 08:54:02+00:00,SUPERVISOR,travel permit number 47025,declaration number 47029,158.8527683800436,158.8527683800436,task 427,budget 1956,158.8527683800436,project 6581,declaration 47028,organizational unit 65455,travel permit number 47025,430.8374650273414,declaration 47028,travel permit 47024,travel permit 47024,budget 146776,UNKNOWN,158.8527683800436
rv_travel permit 47024_6,STAFF MEMBER,Start trip,2018-05-27 00:00:00+00:00,EMPLOYEE,travel permit number 47025,declaration number 47029,158.8527683800436,158.8527683800436,task 427,budget 1956,158.8527683800436,project 6581,declaration 47028,organizational unit 65455,travel permit number 47025,430.8374650273414,declaration 47028,travel permit 47024,travel permit 47024,budget 146776,UNKNOWN,158.8527683800436
rv_travel permit 47024_7,STAFF MEMBER,End trip,2018-05-31 00:00:00+00:00,EMPLOYEE,travel permit number 47025,declaration number 47029,158.8527683800436,158.8527683800436,task 427,budget 1956,158.8527683800436,project 6581,declaration 47028,organizational unit 65455,travel permit number 47025,430.8374650273414,declaration 47028,travel permit 47024,travel permit 47024,budget 146776,UNKNOWN,158.8527683800436
st_step 47036_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-06-12 12:24:16+00:00,EMPLOYEE,travel permit number 47025,declaration number 47029,158.8527683800436,158.8527683800436,task 427,budget 1956,158.8527683800436,project 6581,declaration 47028,organizational unit 65455,travel permit number 47025,430.8374650273414,declaration 47028,travel permit 47024,travel permit 47024,budget 146776,UNKNOWN,158.8527683800436
st_step 47037_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-06-12 12:24:22+00:00,ADMINISTRATION,travel permit number 47025,declaration number 47029,158.8527683800436,158.8527683800436,task 427,budget 1956,158.8527683800436,project 6581,declaration 47028,organizational unit 65455,travel permit number 47025,430.8374650273414,declaration 47028,travel permit 47024,travel permit 47024,budget 146776,UNKNOWN,158.8527683800436
st_step 47038_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-06-13 08:32:26+00:00,SUPERVISOR,travel permit number 47025,declaration number 47029,158.8527683800436,158.8527683800436,task 427,budget 1956,158.8527683800436,project 6581,declaration 47028,organizational unit 65455,travel permit number 47025,430.8374650273414,declaration 47028,travel permit 47024,travel permit 47024,budget 146776,UNKNOWN,158.8527683800436
fd_declaration 47028_17,SYSTEM,Request Payment,2018-06-14 09:37:38+00:00,UNDEFINED,travel permit number 47025,declaration number 47029,158.8527683800436,158.8527683800436,task 427,budget 1956,158.8527683800436,project 6581,declaration 47028,organizational unit 65455,travel permit number 47025,430.8374650273414,declaration 47028,travel permit 47024,travel permit 47024,budget 146776,UNKNOWN,158.8527683800436
fd_declaration 47028_18,SYSTEM,Payment Handled,2018-06-18 17:31:20+00:00,UNDEFINED,travel permit number 47025,declaration number 47029,158.8527683800436,158.8527683800436,task 427,budget 1956,158.8527683800436,project 6581,declaration 47028,organizational unit 65455,travel permit number 47025,430.8374650273414,declaration 47028,travel permit 47024,travel permit 47024,budget 146776,UNKNOWN,158.8527683800436
st_step 4710_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-07 12:58:43+00:00,EMPLOYEE,travel permit number 4705,declaration number 4707,827.7169004965482,827.7169004965482,UNKNOWN,budget 529,827.7169004965482,UNKNOWN,declaration 4706,organizational unit 65455,travel permit number 4705,4074.4814229731855,declaration 4706,travel permit 4704,travel permit 4704,budget 146763,UNKNOWN,827.7169004965482
st_step 4708_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-07 12:58:45+00:00,ADMINISTRATION,travel permit number 4705,declaration number 4707,827.7169004965482,827.7169004965482,UNKNOWN,budget 529,827.7169004965482,UNKNOWN,declaration 4706,organizational unit 65455,travel permit number 4705,4074.4814229731855,declaration 4706,travel permit 4704,travel permit 4704,budget 146763,UNKNOWN,827.7169004965482
st_step 4709_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-03-07 13:48:32+00:00,SUPERVISOR,travel permit number 4705,declaration number 4707,827.7169004965482,827.7169004965482,UNKNOWN,budget 529,827.7169004965482,UNKNOWN,declaration 4706,organizational unit 65455,travel permit number 4705,4074.4814229731855,declaration 4706,travel permit 4704,travel permit 4704,budget 146763,UNKNOWN,827.7169004965482
rv_travel permit 4704_6,STAFF MEMBER,Start trip,2018-04-22 00:00:00+00:00,EMPLOYEE,travel permit number 4705,declaration number 4707,827.7169004965482,827.7169004965482,UNKNOWN,budget 529,827.7169004965482,UNKNOWN,declaration 4706,organizational unit 65455,travel permit number 4705,4074.4814229731855,declaration 4706,travel permit 4704,travel permit 4704,budget 146763,UNKNOWN,827.7169004965482
rv_travel permit 4704_7,STAFF MEMBER,End trip,2018-04-27 00:00:00+00:00,EMPLOYEE,travel permit number 4705,declaration number 4707,827.7169004965482,827.7169004965482,UNKNOWN,budget 529,827.7169004965482,UNKNOWN,declaration 4706,organizational unit 65455,travel permit number 4705,4074.4814229731855,declaration 4706,travel permit 4704,travel permit 4704,budget 146763,UNKNOWN,827.7169004965482
st_step 4713_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-05-16 09:49:21+00:00,EMPLOYEE,travel permit number 4705,declaration number 4707,827.7169004965482,827.7169004965482,UNKNOWN,budget 529,827.7169004965482,UNKNOWN,declaration 4706,organizational unit 65455,travel permit number 4705,4074.4814229731855,declaration 4706,travel permit 4704,travel permit 4704,budget 146763,UNKNOWN,827.7169004965482
st_step 4711_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-05-16 09:49:26+00:00,ADMINISTRATION,travel permit number 4705,declaration number 4707,827.7169004965482,827.7169004965482,UNKNOWN,budget 529,827.7169004965482,UNKNOWN,declaration 4706,organizational unit 65455,travel permit number 4705,4074.4814229731855,declaration 4706,travel permit 4704,travel permit 4704,budget 146763,UNKNOWN,827.7169004965482
st_step 4712_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-05-16 11:30:08+00:00,SUPERVISOR,travel permit number 4705,declaration number 4707,827.7169004965482,827.7169004965482,UNKNOWN,budget 529,827.7169004965482,UNKNOWN,declaration 4706,organizational unit 65455,travel permit number 4705,4074.4814229731855,declaration 4706,travel permit 4704,travel permit 4704,budget 146763,UNKNOWN,827.7169004965482
fd_declaration 4706_17,SYSTEM,Request Payment,2018-05-24 08:03:22+00:00,UNDEFINED,travel permit number 4705,declaration number 4707,827.7169004965482,827.7169004965482,UNKNOWN,budget 529,827.7169004965482,UNKNOWN,declaration 4706,organizational unit 65455,travel permit number 4705,4074.4814229731855,declaration 4706,travel permit 4704,travel permit 4704,budget 146763,UNKNOWN,827.7169004965482
fd_declaration 4706_18,SYSTEM,Payment Handled,2018-05-28 17:30:59+00:00,UNDEFINED,travel permit number 4705,declaration number 4707,827.7169004965482,827.7169004965482,UNKNOWN,budget 529,827.7169004965482,UNKNOWN,declaration 4706,organizational unit 65455,travel permit number 4705,4074.4814229731855,declaration 4706,travel permit 4704,travel permit 4704,budget 146763,UNKNOWN,827.7169004965482
